Name;Families;;
Simbari;Trans-New Guinea;;
Simbo;Austronesian;;
Simeku;South Bougainville;;
Simeulue;Austronesian;;
Simte;Sino-Tibetan;;
Sinagen;Torricelli;;
Sinasina;Trans-New Guinea;;
Sinaugoro;Austronesian;;
Sindhi;Indo-European;;
Sindhi Bhil;Indo-European;;
Singa;Niger-Congo;;
Singpho;Sino-Tibetan;;
Sinhala;Indo-European;;
Sinicized Miao;Hmong-Mien;;
Sininkere;Niger-Congo;;
Sinyar;Nilo-Saharan;;
Sio;Austronesian;;
Siona;Tucanoan;;
Sipakapense;Mayan;;
Sira;Niger-Congo;;
Siraya;Austronesian;;
Siri;Afro-Asiatic;;
Siriano;Tucanoan;;
Sirionó;Tupian;;
Sirmauri;Indo-European;;
Siroi;Trans-New Guinea;;
Sirva;Trans-New Guinea;;
Sisaala, Tumulung;Niger-Congo;;
Sisaala, Western;Niger-Congo;;
Sîshëë;Austronesian;;
Sissala;Niger-Congo;;
Siuslaw;Language isolate;;
Sivandi;Indo-European;;
Siwi;Afro-Asiatic;;
Siwu;Niger-Congo;;
Skagit;Salish;;
Ske;Austronesian;;
Skepi Dutch Creole;Creole;;
Skou;Skou;;
Slavey, North;Eyak-Athabaskan;;
Slavey, South;Eyak-Athabaskan;;
Slavomolisano;Indo-European;;
Slavonic, Church;Indo-European;;
Slovak;Indo-European;;
Slovene;Indo-European;;
Snohomish;Salish;;
So;Austro-Asiatic;;
So;Niger-Congo;;
So’a;Austronesian;;
Sob;Trans-New Guinea;;
Sobei;Austronesian;;
Soga;Niger-Congo;;
Soi;Indo-European;;
Sokoro;Afro-Asiatic;;
Solano;Unclassified;;
Soli;Niger-Congo;;
Solong;Austronesian;;
Solos;Austronesian;;
Somali;Afro-Asiatic;;
Somba-Siawari;Trans-New Guinea;;
Somray;Austro-Asiatic;;
Somyev;Niger-Congo;;
Sonaga;Sino-Tibetan;;
Sonde;Niger-Congo;;
Songe;Niger-Congo;;
Songhay, Humburi Senni;Nilo-Saharan;;
Songhay, Koyra Chiini;Nilo-Saharan;;
Songhay, Koyraboro Senni;Nilo-Saharan;;
Songo;Niger-Congo;;
Songo;Niger-Congo;;
Songoora;Niger-Congo;;
Sonha;Indo-European;;
Sonia;Trans-New Guinea;;
Soninke;Niger-Congo;;
Sonsorolese;Austronesian;;
Soo;Nilo-Saharan;;
Soq;Trans-New Guinea;;
Soqotri;Afro-Asiatic;;
Sora;Austro-Asiatic;;
Sorbian, Lower;Indo-European;;
Sorbian, Upper;Indo-European;;
Sori-Harengan;Austronesian;;
Sorkhei;Indo-European;;
Soro-n Raki;Austronesian;;
Sorsoganon, Northern;Austronesian;;
Sorsoganon, Southern;Austronesian;;
Sos Kundi;Sepik;;
Sotho, Northern;Niger-Congo;;
Sotho, Southern;Niger-Congo;;
Sou;Austro-Asiatic;;
Sou Nama;Austronesian;;
Sou Puan;Austronesian;;
Sou Upaa;Austronesian;;
Sougb;East Bird’s Head-Sentani;;
Soumraye;Afro-Asiatic;;
Sourashtra;Indo-European;;
Southern Kalapuya;Takelman;;
Southern Lushootseed;Salish;;
Sowa;Austronesian;;
Sowanda;Border;;
Sowari;East Bird’s Head-Sentani;;
Spanish;Indo-European;;
Spanish, Charapa;Indo-European;;
Spiti Bhoti;Sino-Tibetan;;
Spokane;Salish;;
Squamish;Salish;;
Sranan Tongo;Creole;;
Sri Lankan Malay Creole;Creole;;
Stellingwerfs;Indo-European;;
Stieng, Budeh;Austro-Asiatic;;
Stieng, Bulo;Austro-Asiatic;;
Stod Bhoti;Sino-Tibetan;;
sTodsde;Sino-Tibetan;;
Stoney;Siouan-Catawban;;
Su’ung;Austro-Asiatic;;
Suabo;Trans-New Guinea;;
Suau;Austronesian;;
Suba;Niger-Congo;;
Suba-Simbiti;Niger-Congo;;
Subanen, Central;Austronesian;;
Subanen, Eastern;Austronesian;;
Subanen, Northern;Austronesian;;
Subanen, Southern;Austronesian;;
Subanon, Kolibugan;Austronesian;;
Subanon, Western;Austronesian;;
Subi;Niger-Congo;;
Subtiaba;Otomanguean;;
Sudest;Austronesian;;
Sudovian;Indo-European;;
Suena;Trans-New Guinea;;
Suganga;Trans-New Guinea;;
Sugut Dusun;Austronesian;;
Sui;Kra-Dai;;
Suki;Trans-New Guinea;;
Suku;Niger-Congo;;
Sukuma;Niger-Congo;;
Sukur;Afro-Asiatic;;
Sukurum;Austronesian;;
Sula;Austronesian;;
Sulka;Language isolate;;
Sulod;Austronesian;;
Suma;Niger-Congo;;
Sumariup;Sepik;;
Sumau;Trans-New Guinea;;
Sumbawa;Austronesian;;
Sumbwa;Niger-Congo;;
Sunam;Sino-Tibetan;;
Sunda;Austronesian;;
Sunum;Austronesian;;
Sunwar;Sino-Tibetan;;
Supapya;Niger-Congo;;
Surbakhal;Nilo-Saharan;;
Surgujia;Indo-European;;
Suri, Kacipo-Bale;Nilo-Saharan;;
Suri, Tirmaga-Chai;Nilo-Saharan;;
Surigaonon;Austronesian;;
Surjapuri;Indo-European;;
Sursurunga;Austronesian;;
Suruahá;Arauan;;
Suruí;Tupian;;
Suruí do Pará;Tupian;;
Susquehannock;Iroquoian;;
Susu;Niger-Congo;;
Susuami;Trans-New Guinea;;
Suundi;Niger-Congo;;
Suwawa;Austronesian;;
Suyá;Jean;;
Svan;Kartvelian;;
Swabian;Indo-European;;
Swahili;Niger-Congo;;
Swahili;Niger-Congo;;
Swahili, Congo;Niger-Congo;;
Swati;Niger-Congo;;
Swedish;Indo-European;;
Swo;Niger-Congo;;
Sya;Afro-Asiatic;;
Sylheti;Indo-European;;
Syriac;Afro-Asiatic;;
Syuba;Sino-Tibetan;;
T’en;Kra-Dai;;
Ta’oih, Lower;Austro-Asiatic;;
Ta’oih, Upper;Austro-Asiatic;;
Taa;Tuu;;
Taabwa;Niger-Congo;;
Tabaru;West Papuan;;
Tabasaran;Nakh-Daghestanian;;
Tabla;East Bird’s Head-Sentani;;
Tabo;South-Central Papuan;;
Taburta;Lakes Plain;;
Tacana;Tacanan;;
Tachawit;Afro-Asiatic;;
Tachelhit;Afro-Asiatic;;
Tadaksahak;Nilo-Saharan;;
Tado;Austronesian;;
Tadyawan;Austronesian;;
Tae’;Austronesian;;
Tafi;Niger-Congo;;
Tagabawa;Austronesian;;
Tagakolu;Austronesian;;
Tagalaka;Australian;;
Tagalog;Austronesian;;
Tagargrent;Afro-Asiatic;;
Tagbanwa;Austronesian;;
Tagbanwa, Calamian;Austronesian;;
Tagbanwa, Central;Austronesian;;
Tagbu;Niger-Congo;;
Tagdal;Mixed language;;
Tagin;Sino-Tibetan;;
Tagish;Eyak-Athabaskan;;
Tagoi;Niger-Congo;;
Tahitian;Austronesian;;
Tahltan;Eyak-Athabaskan;;
Tai Daeng;Kra-Dai;;
Tai Dam;Kra-Dai;;
Tai Dón;Kra-Dai;;
Tai Hongjin;Kra-Dai;;
Tai Khang;Kra-Dai;;
Tai Laing;Kra-Dai;;
Tai Loi;Austro-Asiatic;;
Tai Long;Kra-Dai;;
Tai Nüa;Kra-Dai;;
Tai Pao;Kra-Dai;;
Tai Thanh;Kra-Dai;;
Tai Ya;Kra-Dai;;
Tai Yo;Kra-Dai;;
Taikat;Border;;
Tainae;Trans-New Guinea;;
Taíno;Maipurean;;
Tairora, North;Trans-New Guinea;;
Tairora, South;Trans-New Guinea;;
Tairuma;Trans-New Guinea;;
Taivoan;Austronesian;;
Taje;Austronesian;;
Tajik;Indo-European;;
Tajio;Austronesian;;
Tajuasohn;Niger-Congo;;
Takelma;Unclassified;;
Takestani;Indo-European;;
Takia;Austronesian;;
Takua;Austro-Asiatic;;
Takuu;Austronesian;;
Takwane;Niger-Congo;;
Tal;Afro-Asiatic;;
Tala;Afro-Asiatic;;
Talaud;Austronesian;;
Taliabu;Austronesian;;
Talieng;Austro-Asiatic;;
Talinga-Bwisi;Niger-Congo;;
Talise;Austronesian;;
Talodi;Niger-Congo;;
Taloki;Austronesian;;
Talondo’;Austronesian;;
Talu;Sino-Tibetan;;
Talysh;Indo-European;;
Tama;Nilo-Saharan;;
Tama;Tucanoan;;
Tamagario;Trans-New Guinea;;
Tamahaq, Tahaggart;Afro-Asiatic;;
Tamajaq, Tawallammat;Afro-Asiatic;;
Tamajeq, Tayart;Afro-Asiatic;;
Taman;Austronesian;;
Taman;Sino-Tibetan;;
Tamanaku;Cariban;;
Tamang, Eastern;Sino-Tibetan;;
Tamang, Eastern Gorkha;Sino-Tibetan;;
Tamang, Western;Sino-Tibetan;;
Tamasheq;Afro-Asiatic;;
Tamazight, Central Atlas;Afro-Asiatic;;
Tamazight, Standard Moroccan;Afro-Asiatic;;
Tamazight, Temacine;Afro-Asiatic;;
Tamazight, Tidikelt;Afro-Asiatic;;
Tambora;Unclassified;;
Tambotalo;Austronesian;;
Tami;Austronesian;;
Tamil;Dravidian;;
Tamki;Afro-Asiatic;;
Tampuan;Austro-Asiatic;;
Tampulma;Niger-Congo;;
Tanacross;Eyak-Athabaskan;;
Tanahmerah;Trans-New Guinea;;
Tanaina;Eyak-Athabaskan;;
Tanana, Lower;Eyak-Athabaskan;;
Tanana, Upper;Eyak-Athabaskan;;
Tanapag;Austronesian;;
Tandaganon;Austronesian;;
Tandia;Austronesian;;
Tandɨ;Trans-New Guinea;;
Tanema;Austronesian;;
Tangale;Afro-Asiatic;;
Tangchangya;Indo-European;;
Tanggu;Ramu-Lower Sepik;;
Tangko;Trans-New Guinea;;
Tanglang;Sino-Tibetan;;
Tangoa;Austronesian;;
Tanguat;Ramu-Lower Sepik;;
Tanibili;Austronesian;;
Tanimuca-Letuama;Tucanoan;;
Tanna, North;Austronesian;;
Tanna, Southwest;Austronesian;;
Tanokuku;Austronesian;;
Tapei;Arafundi;;
Tapesena;Austronesian;;
Tapiafaru;Austronesian;;
Tapirapé;Tupian;;
Tarahumara, Central;Uto-Aztecan;;
Tarahumara, Northern;Uto-Aztecan;;
Tarahumara, Southeastern;Uto-Aztecan;;
Tarahumara, Southwestern;Uto-Aztecan;;
Tarahumara, Western;Uto-Aztecan;;
Tarangan, East;Austronesian;;
Tarangan, West;Austronesian;;
Tareng;Austro-Asiatic;;
Tariana;Maipurean;;
Tarifit;Afro-Asiatic;;
Tarjumo;Nilo-Saharan;;
Tarok;Niger-Congo;;
Taromi, Upper;Indo-European;;
Tarpia;Austronesian;;
Taruma;Language isolate;;
Tasawaq;Nilo-Saharan;;
Tasmanian, Bruny Island;Language isolate;;
Tasmanian, North Midlands;Language isolate;;
Tasmanian, Northeastern;Language isolate;;
Tasmanian, Northern;Language isolate;;
Tasmanian, Northwestern;Language isolate;;
Tasmanian, Oyster Bay;Language isolate;;
Tasmanian, Port Sorell;Language isolate;;
Tasmanian, Southeast;Language isolate;;
Tasmanian, Southwestern;Language isolate;;
Tat, Muslim;Indo-European;;
Tatana;Austronesian;;
Tatar;Turkic;;
Tatuyo;Tucanoan;;
Tauade;Trans-New Guinea;;
Taungyo;Sino-Tibetan;;
Taupi;Trans-New Guinea;;
Taupota;Austronesian;;
Tause;Lakes Plain;;
Taushiro;Language isolate;;
Tausug;Austronesian;;
Tauya;Trans-New Guinea;;
Tavanlav;Austronesian;;
Taveta;Niger-Congo;;
Tavoyan;Sino-Tibetan;;
Tawala;Austronesian;;
Tawandê;Nambikwara;;
Tawara;Niger-Congo;;
Tawbuid;Austronesian;;
Tawoyan;Austronesian;;
Tay;Trans-New Guinea;;
Tày;Kra-Dai;;
Tay Boi;Pidgin;;
Tày Sa Pa;Kra-Dai;;
Tày Tac;Kra-Dai;;
Tayap;Language isolate;;
Tayatuk;Trans-New Guinea;;
Tayo;Creole;;
Taznatit;Afro-Asiatic;;
Tboli;Austronesian;;
Tchaman;Niger-Congo;;
Tchitchege;Niger-Congo;;
Tchumbuli;Niger-Congo;;
Te’un;Austronesian;;
Teanu;Austronesian;;
Tebi;Pauwasi;;
Tedaga;Nilo-Saharan;;
Teduray;Austronesian;;
Tèẹ̀ ̣;Niger-Congo;;
Téén;Niger-Congo;;
Tefaro;East Geelvink Bay;;
Tegali;Niger-Congo;;
Tehit;West Papuan;;
Tehl;Afro-Asiatic;;
Tehuelche;Chon;;
Teiwa;Trans-New Guinea;;
Teke-Eboo;Niger-Congo;;
Teke-Kukuya;Niger-Congo;;
Teke-Laali;Niger-Congo;;
Teke-Nzikou;Niger-Congo;;
Teke-Tege;Niger-Congo;;
Teke-Tsaayi;Niger-Congo;;
Teke-Tyee;Niger-Congo;;
Teke-Wuumu;Niger-Congo;;
Teke, Ibali;Niger-Congo;;
Tekó;Tupian;;
Tektiteko;Mayan;;
Tela-Masbuar;Austronesian;;
Telefol;Trans-New Guinea;;
Telugu;Dravidian;;
Tem;Niger-Congo;;
Tembé;Tupian;;
Tembo;Niger-Congo;;
Tembo;Niger-Congo;;
Teme;Niger-Congo;;
Temein;Nilo-Saharan;;
Temi;Niger-Congo;;
Temiar;Austro-Asiatic;;
Temoq;Austro-Asiatic;;
Temuan;Austronesian;;
Ten’edn;Austro-Asiatic;;
Tengger;Austronesian;;
Tenharim;Tupian;;
Tenino;Sahaptian;;
Tenis;Austronesian;;
Tennet;Nilo-Saharan;;
Teop;Austronesian;;
Teor;Austronesian;;
Tepecano;Uto-Aztecan;;
Tepehua, Huehuetla;Totonacan;;
Tepehua, Pisaflores;Totonacan;;
Tepehua, Tlachichilco;Totonacan;;
Tepehuan, Northern;Uto-Aztecan;;
Tepehuan, Southeastern;Uto-Aztecan;;
Tepehuan, Southwestern;Uto-Aztecan;;
Tera;Afro-Asiatic;;
Terebu;Austronesian;;
Terei;South Bougainville;;
Terêna;Maipurean;;
Teressa;Austro-Asiatic;;
Tereweng;Trans-New Guinea;;
Teribe;Chibchan;;
Terik;Nilo-Saharan;;
Termanu;Austronesian;;
Ternate;West Papuan;;
Ternateño;Creole;;
Tese;Nilo-Saharan;;
Teshenawa;Afro-Asiatic;;
Tetela;Niger-Congo;;
Tetete;Tucanoan;;
Tetserret;Afro-Asiatic;;
Tetun;Austronesian;;
Tetun Dili;Creole;;
Tewa;Kiowa-Tanoan;;
Tewe;Niger-Congo;;
Tha;Niger-Congo;;
Thachanadan;Dravidian;;
Thai;Kra-Dai;;
Thai Song;Kra-Dai;;
Thai, Northeastern;Kra-Dai;;
Thai, Northern;Kra-Dai;;
Thai, Southern;Kra-Dai;;
Thakali;Sino-Tibetan;;
Thangmi;Sino-Tibetan;;
Thao;Austronesian;;
Tharu, Central;Indo-European;;
Tharu, Dangaura;Indo-European;;
Tharu, Kathariya;Indo-European;;
Tharu, Mid-Eastern;Indo-European;;
Tharu, Rana;Indo-European;;
Thawa;Australian;;
Thaypan;Australian;;
Themne;Niger-Congo;;
Thiin;Australian;;
Tho;Austro-Asiatic;;
Thompson;Salish;;
Thopho;Sino-Tibetan;;
Thu Lao;Kra-Dai;;
Thulung;Sino-Tibetan;;
Thur;Nilo-Saharan;;
Thuri;Nilo-Saharan;;
Tiale;Austronesian;;
Tiang;Austronesian;;
Tibea;Niger-Congo;;
Tibetan, Amdo;Sino-Tibetan;;
Tibetan, Central;Sino-Tibetan;;
Tibetan, Khams;Sino-Tibetan;;
Tichurong;Sino-Tibetan;;
Ticuna;Language isolate;;
Tidore;West Papuan;;
Tidung, Northern;Austronesian;;
Tidung, Southern;Austronesian;;
Tiéfo;Niger-Congo;;
Tiene;Niger-Congo;;
Tifal;Trans-New Guinea;;
Tigak;Austronesian;;
Tigré;Afro-Asiatic;;
Tigrigna;Afro-Asiatic;;
Tii;Austronesian;;
Tikar;Niger-Congo;;
Tikopia;Austronesian;;
Tillamook;Salish;;
Tilung;Sino-Tibetan;;
Tima;Niger-Congo;;
Timbe;Trans-New Guinea;;
Timbisha;Uto-Aztecan;;
Timucua;Language isolate;;
Tinani;Sino-Tibetan;;
Tindi;Nakh-Daghestanian;;
Tingui-Boto;Unclassified;;
Tinigua;Tiniguan;;
Tinputz;Austronesian;;
Tippera;Sino-Tibetan;;
Tira;Niger-Congo;;
Tirahi;Indo-European;;
Tîrî;Austronesian;;
Tita;Niger-Congo;;
Titan;Austronesian;;
Tiv;Niger-Congo;;
Tiwa;Sino-Tibetan;;
Tiwa, Northern;Kiowa-Tanoan;;
Tiwa, Southern;Kiowa-Tanoan;;
Tiwi;Australian;;
Tiyaa;Niger-Congo;;
Tjungundji;Australian;;
Tjupany;Australian;;
Tjurruru;Australian;;
Tlicho;Eyak-Athabaskan;;
Tlingit;Eyak-Athabaskan;;
To;Niger-Congo;;
To’abaita;Austronesian;;
Toaripi;Trans-New Guinea;;
Toba;Guaykuruan;;
Toba-Maskoy;Mascoyan;;
Tobagonian English Creole;Creole;;
Tobanga;Afro-Asiatic;;
Tobati;Austronesian;;
Tobelo;West Papuan;;
Tobian;Austronesian;;
Tobilung;Austronesian;;
Tobo;Trans-New Guinea;;
Tocho;Niger-Congo;;
Toda;Dravidian;;
Todrah;Austro-Asiatic;;
Tofanma;Unclassified;;
Togoyo;Niger-Congo;;
Tohono O’odham;Uto-Aztecan;;
Tojolabal;Mayan;;
Tok Pisin;Creole;;
Tokano;Trans-New Guinea;;
Tokelauan;Austronesian;;
Toku-No-Shima;Japonic;;
Tol;Jicaquean;;
Tolaki;Austronesian;;
Tolomako;Austronesian;;
Tolowa;Eyak-Athabaskan;;
Toma;Niger-Congo;;
Tomadino;Austronesian;;
Tombelala;Austronesian;;
Tombonuo;Austronesian;;
Tombulu;Austronesian;;
Tomini;Austronesian;;
Tomoip;Austronesian;;
Tondano;Austronesian;;
Tondi Songway Kiini;Nilo-Saharan;;
Tonga;Niger-Congo;;
Tonga;Niger-Congo;;
Tonga;Niger-Congo;;
Tongan;Austronesian;;
Tongwe;Niger-Congo;;
Tonjon;Niger-Congo;;
Tonkawa;Language isolate;;
Tonsawang;Austronesian;;
Tonsea;Austronesian;;
Tontemboan;Austronesian;;
Tooro;Niger-Congo;;
Topoiyo;Austronesian;;
Toposa;Nilo-Saharan;;
Torá;Chapacuran;;
Toraja-Sa’dan;Austronesian;;
Toram;Afro-Asiatic;;
Torau;Austronesian;;
Toromono;Tacanan;;
Torona;Niger-Congo;;
Torres Strait Creole;Creole;;
Torwali;Indo-European;;
Totela;Niger-Congo;;
Toto;Sino-Tibetan;;
Totoli;Austronesian;;
Totonac, Coyutla;Totonacan;;
Totonac, Filomena Mata-Coahuitlán;Totonacan;;
Totonac, Highland;Totonacan;;
Totonac, Papantla;Totonacan;;
Totonac, Tecpatlán;Totonacan;;
Totonac, Upper Necaxa;Totonacan;;
Totonac, Xicotepec de Juárez;Totonacan;;
Totonac, Yecuatla;Totonacan;;
Totonaco del cerro Xinolatépetl;Totonacan;;
Totoro;Paezan;;
Touo;Central Solomons;;
Toura;Austronesian;;
Toura;Niger-Congo;;
Toussian, Northern;Niger-Congo;;
Toussian, Southern;Niger-Congo;;
Towei;Pauwasi;;
Traveller Danish;Mixed language;;
Traveller Scottish;Unclassified;;
Tregami;Indo-European;;
Tremembé;Unclassified;;
Trieng;Austro-Asiatic;;
Trimuris;Tor-Kwerba;;
Tring;Austronesian;;
Trinidadian English Creole;Creole;;
Trinitario;Maipurean;;
Trió;Cariban;;
Triqui, Chicahuaxtla;Otomanguean;;
Triqui, Copala;Otomanguean;;
Triqui, San Martín Itunyoso;Otomanguean;;
Truká;Unclassified;;
Trumai;Language isolate;;
Ts’ün-Lao;Kra-Dai;;
Tsaangi;Niger-Congo;;
Tsaara;Afro-Asiatic;;
Tsafiki;Barbacoan;;
Tsakhur;Nakh-Daghestanian;;
Tsakonian;Indo-European;;
Tsamai;Afro-Asiatic;;
Tsat;Austronesian;;
Tsaukambo;Trans-New Guinea;;
Tseku;Sino-Tibetan;;
Tsetsaut;Eyak-Athabaskan;;
Tshangla;Sino-Tibetan;;
Tshuwau;Khoe-Kwadi;;
Tsikimba;Niger-Congo;;
Tsimané;Mosetenan;;
Tsimshian;Tsimshian;;
Tsishingini;Niger-Congo;;
Tso;Niger-Congo;;
Tsogo;Niger-Congo;;
Tsonga;Niger-Congo;;
Tsou;Austronesian;;
Tsucuba;Niger-Congo;;
Tsum;Sino-Tibetan;;
Tsúut’ínà;Eyak-Athabaskan;;
Tsuvadi;Niger-Congo;;
Tswa;Niger-Congo;;
Tswapong;Niger-Congo;;
Tu;Mongolic;;
Tuamotuan;Austronesian;;
Tubar;Uto-Aztecan;;
Tübatulabal;Uto-Aztecan;;
Tucano;Tucanoan;;
Tugbiri-Niragu;Niger-Congo;;
Tugen;Nilo-Saharan;;
Tugun;Austronesian;;
Tugutil;West Papuan;;
Tujia, Northern;Sino-Tibetan;;
Tujia, Southern;Sino-Tibetan;;
Tukang Besi North;Austronesian;;
Tukang Besi South;Austronesian;;
Tuki;Niger-Congo;;
Tukudede;Austronesian;;
Tukumanféd;Tupian;;
Tula;Niger-Congo;;
Tulai;Afro-Asiatic;;
Tulehu;Austronesian;;
Tulil;East New Britain;;
Tulishi;Nilo-Saharan;;
Tulu;Dravidian;;
Tulu-Bohuai;Austronesian;;
Tuma-Irumu;Trans-New Guinea;;
Tumak;Afro-Asiatic;;
Tumbuka;Niger-Congo;;
Tumleo;Austronesian;;
Tumtum;Nilo-Saharan;;
Tumzabt;Afro-Asiatic;;
Tunebo, Angosturas;Chibchan;;
Tunebo, Barro Negro;Chibchan;;
Tunebo, Central;Chibchan;;
Tunebo, Western;Chibchan;;
Tunen;Niger-Congo;;
Tungag;Austronesian;;
Tunggare;East Geelvink Bay;;
Tunia;Niger-Congo;;
Tunica;Language isolate;;
Tunjung;Austronesian;;
Tunni;Afro-Asiatic;;
Tunzuii;Niger-Congo;;
Tuotomb;Niger-Congo;;
Tuparí;Tupian;;
Tupinambá;Tupian;;
Tupinikin;Tupian;;
Tupuri;Niger-Congo;;
Turaka;Trans-New Guinea;;
Turi;Austro-Asiatic;;
Turiwára;Tupian;;
Turka;Niger-Congo;;
Turkana;Nilo-Saharan;;
Turkish;Turkic;;
Turkmen;Turkic;;
Turks and Caicos English Creole;Creole;;
Turoyo;Afro-Asiatic;;
Turumsa;Trans-New Guinea;;
Turung;Sino-Tibetan;;
Tuscarora;Iroquoian;;
Tutchone, Northern;Eyak-Athabaskan;;
Tutchone, Southern;Eyak-Athabaskan;;
Tutelo;Siouan-Catawban;;
Tutong;Austronesian;;
Tuttumi;Niger-Congo;;
Tututni;Eyak-Athabaskan;;
Tuvaluan;Austronesian;;
Tuvan;Turkic;;
Tuwari;Sepik;;
Tuwuli;Niger-Congo;;
Tuxá;Language isolate;;
Tuxináwa;Panoan;;
Tuyuca;Tucanoan;;
Twana;Salish;;
Twendi;Niger-Congo;;
Twents;Indo-European;;
Tyap;Niger-Congo;;
Tz’utujil;Mayan;;
Tzeltal;Mayan;;
Tzotzil;Mayan;;
‡Ungkue;Tuu;;
U;Austro-Asiatic;;
Uab Meto;Austronesian;;
Uamué;Language isolate;;
Uare;Trans-New Guinea;;
Ubaghara;Niger-Congo;;
Ubang;Niger-Congo;;
Ubi;Afro-Asiatic;;
Ubir;Austronesian;;
Ubykh;Abkhaz-Adyghe;;
Uda;Niger-Congo;;
Udi;Nakh-Daghestanian;;
Udihe;Tungusic;;
Udmurt;Uralic;;
Uduk;Nilo-Saharan;;
Ufim;Trans-New Guinea;;
Ughele;Austronesian;;
Ugong;Sino-Tibetan;;
Uhami;Niger-Congo;;
Uisai;South Bougainville;;
Ujir;Austronesian;;
Ukaan;Niger-Congo;;
Ukhwejo;Niger-Congo;;
Ukit;Austronesian;;
Ukpet-Ehom;Niger-Congo;;
Ukrainian;Indo-European;;
Ukue;Niger-Congo;;
Ukuriguma;Trans-New Guinea;;
Ukwa;Niger-Congo;;
Ukwuani-Aboh-Ndoni;Niger-Congo;;
Ulau-Suain;Austronesian;;
Ulch;Tungusic;;
Ulithian;Austronesian;;
Ullatan;Dravidian;;
Ulumanda’;Austronesian;;
Ulwa;Misumalpan;;
Ulwa;Mongol-Langam;;
Uma;Austronesian;;
Uma;Austronesian;;
Uma’ Lasan;Austronesian;;
Uma’ Lung;Austronesian;;
Umanakaina;Trans-New Guinea;;
Umatilla;Sahaptian;;
Umbindhamu;Australian;;
Umbu-Ungu;Trans-New Guinea;;
Umbugarla;Australian;;
Umbundu;Niger-Congo;;
Umeda;Border;;
Umiida;Australian;;
Umotína;Bororoan;;
Umpila;Australian;;
Una;Trans-New Guinea;;
Unami;Algic;;
Uneapa;Austronesian;;
Uneme;Niger-Congo;;
Unggaranggu;Australian;;
Unggumi;Australian;;
Uni;Skou;;
Unserdeutsch;Creole;;
Unua;Austronesian;;
Unubahe;Austronesian;;
Upper Umpqua;Eyak-Athabaskan;;
Ura;Austronesian;;
Ura;East New Britain;;
Uradhi;Australian;;
Urak Lawoi’;Austronesian;;
Urali;Dravidian;;
Urapmin;Trans-New Guinea;;
Urarina;Language isolate;;
Urat;Torricelli;;
Urdu;Indo-European;;
Urhobo;Niger-Congo;;
Uri;Trans-New Guinea;;
Urim;Torricelli;;
Urimo;Torricelli;;
Uripiv-Wala-Rano-Atchin;Austronesian;;
Urningangg;Australian;;
Uru;Chipaya-Uru;;
Uru-Eu-Wau-Wau;Tupian;;
Uru-Pa-In;Tupian;;
Uruangnirin;Austronesian;;
Uruava;Austronesian;;
Urum;Turkic;;
Urumi;Tupian;;
us-Saare;Niger-Congo;;
Usaghade;Niger-Congo;;
Usan;Trans-New Guinea;;
Usarufa;Trans-New Guinea;;
Ushojo;Indo-European;;
Usku;Unclassified;;
Usoi;Sino-Tibetan;;
Uspanteko;Mayan;;
ut-Hun;Niger-Congo;;
ut-Ma’in;Niger-Congo;;
Utarmbung;Trans-New Guinea;;
Ute-Southern Paiute;Uto-Aztecan;;
Utu;Trans-New Guinea;;
Utugwang-Irungene-Afrike;Niger-Congo;;
Uvbie;Niger-Congo;;
Uya;Trans-New Guinea;;
Uyajitaya;Trans-New Guinea;;
Uyghur;Turkic;;
Uzbek, Northern;Turkic;;
Uzbek, Southern;Turkic;;
Uzekwe;Niger-Congo;;
V’ënen Taut;Austronesian;;
Vaagri Booli;Indo-European;;
Vaeakau-Taumako;Austronesian;;
Vafsi;Indo-European;;
Vaghri;Indo-European;;
Vaghua;Austronesian;;
Vagla;Niger-Congo;;
Vai;Niger-Congo;;
Vaie;Austronesian;;
Vaiphei;Sino-Tibetan;;
Vale;Nilo-Saharan;;
Vamale;Austronesian;;
Vame;Afro-Asiatic;;
Vangunu;Austronesian;;
Vanuma;Niger-Congo;;
Vao;Austronesian;;
Varhadi-Nagpuri;Indo-European;;
Varisi;Austronesian;;
Varli;Indo-European;;
Varsaf;Austronesian;;
Varvi;Austronesian;;
Vasavi;Indo-European;;
Veddah;Indo-European;;
Vehes;Austronesian;;
Veluws;Indo-European;;
Vemgo-Mabas;Afro-Asiatic;;
Venda;Niger-Congo;;
Venetian;Indo-European;;
Vengo;Niger-Congo;;
Ventureño;Chumashan;;
Veps;Uralic;;
Vera’a;Austronesian;;
Verre;Niger-Congo;;
Vidunda;Niger-Congo;;
Viemo;Niger-Congo;;
Vietnamese;Austro-Asiatic;;
Viid;Border;;
Vilela;Language isolate;;
Vili;Niger-Congo;;
Vincentian English Creole;Creole;;
Vinekula;Austronesian;;
Vinitiri;Austronesian;;
Virgin Islands English Creole;Creole;;
Vishavan;Dravidian;;
Viti;Niger-Congo;;
Vitou;Tor-Kwerba;;
Vitu;Austronesian;;
Vod;Uralic;;
Vori;Niger-Congo;;
Voro;Niger-Congo;;
Võro;Uralic;;
Vula’a;Austronesian;;
Vumbu;Niger-Congo;;
Vune mi;Afro-Asiatic;;
Vunjo;Niger-Congo;;
Vurës;Austronesian;;
Vute;Niger-Congo;;
Vwanji;Niger-Congo;;
Wa, Parauk;Austro-Asiatic;;
Wa, Vo;Austro-Asiatic;;
